concept:name,case:concept:name
A,673
A,677
K,666
A,686
D,680
F,683
H,679
D,685
A,682
C,684
D,681
J,678
A,687
D,673
B,677
I,644
B,686
F,680
E,683
M,666
A,688
B,682
K,678
F,685
A,684
F,681
B,687
C,686
C,677
F,673
J,644
G,683
A,689
E,680
O,666
C,682
E,685
B,688
M,678
D,684
E,681
L,644
A,677
C,687
A,686
E,673
H,683
G,680
B,689
C,688
A,691
O,678
G,685
A,682
F,684
D,677
G,681
A,687
M,644
D,686
A,692
G,673
C,689
I,680
A,688
B,691
H,685
E,684
D,682
A,693
B,687
F,677
F,686
O,644
H,681
H,673
A,689
D,692
D,688
J,680
A,694
C,691
F,682
G,684
C,687
E,686
B,693
E,677
A,695
F,692
B,689
L,680
F,688
E,682
A,691
B,694
D,690
H,684
A,687
G,686
G,677
C,693
D,695
E,692
M,680
C,689
E,688
G,682
A,697
D,691
F,690
C,694
I,677
D,687
I,686
A,693
F,695
A,698
G,692
O,680
A,689
F,691
H,682
G,688
B,697
E,690
J,686
J,677
A,699
A,694
F,687
D,693
D,698
E,695
B,689
A,700
C,697
I,688
E,691
G,690
K,686
B,699
K,677
B,694
E,687
F,693
G,695
F,698
J,688
G,691
D,700
A,697
C,689
C,699
H,690
A,702
M,677
M,686
C,694
G,687
E,693
I,695
H,691
F,700
D,697
E,698
A,689
K,688
A,703
I,696
A,699
O,686
N,677
D,702
A,694
I,687
G,693
A,704
J,695
F,697
E,700
M,688
G,698
B,703
B,699
D,689
J,696
F,702
D,694
A,705
J,687
H,693
L,695
B,704
E,697
N,688
F,689
G,700
C,699
A,706
C,703
E,702
H,698
B,705
L,687
L,696
F,694
M,695
D,701
A,707
G,697
C,704
E,689
A,699
D,706
A,703
H,700
G,702
C,705
A,708
M,687
N,695
E,694
M,696
F,701
A,704
B,707
H,697
G,689
B,699
A,709
F,706
I,702
D,703
A,705
N,687
G,694
N,696
D,708
E,701
A,710
C,707
C,699
D,704
D,709
H,689
E,706
F,703
J,702
B,705
A,711
F,708
G,701
I,694
A,699
B,710
A,707
F,704
A,712
G,706
F,709
C,705
L,702
D,711
J,694
C,710
A,713
D,707
B,712
H,701
D,699
E,704
H,706
M,702
E,709
A,705
F,711
A,714
A,710
L,694
D,713
C,712
F,699
F,707
G,704
G,709
A,715
O,702
B,705
B,714
E,711
A,712
M,694
D,710
A,716
F,713
E,707
E,699
H,704
I,709
D,715
C,714
G,711
C,705
A,717
N,694
D,712
F,710
D,716
E,713
G,707
G,699
F,715
J,709
A,714
A,705
F,712
H,711
B,717
G,713
F,716
A,719
E,710
I,707
H,699
E,715
L,709
D,714
B,705
E,712
A,720
C,717
G,710
D,719
J,707
H,713
G,715
A,721
C,705
M,709
F,714
G,712
D,720
A,717
A,722
H,710
L,707
F,719
I,715
A,705
B,721
E,714
I,712
O,709
F,720
A,723
D,717
B,722
E,719
J,715
M,707
B,705
C,721
A,724
D,718
G,714
J,712
E,720
D,723
F,717
A,725
G,719
C,722
C,705
A,721
O,707
K,715
F,718
B,724
I,714
G,720
F,723
L,712
A,726
E,717
D,725
I,719
E,718
A,722
D,721
A,705
M,715
C,724
A,727
M,712
J,714
H,720
E,723
D,726
G,717
B,722
F,725
A,728
O,715
B,705
G,718
F,721
J,719
D,727
L,714
A,724
G,723
O,712
A,729
E,725
F,726
H,717
D,728
C,722
E,721
C,705
H,718
A,730
L,719
M,714
B,729
I,723
F,727
D,724
G,725
E,726
A,731
F,728
A,722
N,714
G,721
D,730
M,719
A,705
C,729
J,723
F,724
I,725
A,732
E,727
G,726
E,728
B,722
D,731
B,705
I,721
K,723
O,719
F,730
E,724
G,727
A,729
B,732
I,726
J,725
G,728
A,734
F,731
C,722
J,721
M,723
C,705
E,730
H,727
G,724
B,729
K,725
A,735
J,726
C,732
I,728
A,722
E,731
D,734
A,736
N,723
L,721
A,705
C,729
M,725
H,724
B,735
A,732
G,730
L,726
J,728
A,737
D,722
G,731
F,734
D,736
E,733
A,729
D,705
M,721
N,725
B,732
H,730
A,738
C,735
M,726
K,728
E,734
D,737
F,722
I,731
F,736
G,733
A,739
F,705
B,729
N,721
B,738
M,728
C,732
A,735
N,726
A,740
F,737
J,731
E,705
G,734
E,722
H,733
B,739
E,736
C,729
C,738
N,728
A,741
A,732
B,735
E,737
I,734
B,740
L,731
G,705
G,736
A,742
G,722
C,739
A,729
B,732
A,738
D,741
C,735
G,737
A,743
I,705
J,734
C,740
D,742
M,731
H,736
I,722
C,732
D,738
A,739
B,729
F,741
A,735
I,737
D,743
J,705
K,734
J,722
A,745
O,731
A,740
F,742
A,732
F,738
B,739
E,741
J,737
C,729
D,735
F,743
L,705
A,746
E,738
D,740
M,734
E,742
D,732
D,745
F,735
C,739
K,722
A,747
L,737
G,741
E,743
A,729
M,705
B,746
O,734
A,748
G,738
G,742
F,732
F,740
D,747
E,735
F,745
M,722
A,739
G,743
M,737
D,729
I,741
C,746
O,705
H,738
F,747
D,748
E,732
E,740
N,722
G,735
H,742
J,741
I,743
A,750
D,739
E,745
O,737
F,729
A,746
A,751
E,747
F,748
H,735
L,741
G,740
B,750
G,732
G,745
F,739
E,729
B,746
J,743
A,752
G,747
E,748
M,741
D,751
H,740
C,750
H,745
A,753
G,729
H,732
E,749
E,739
K,743
C,746
D,752
D,753
H,747
G,748
F,751
N,741
A,750
A,746
M,743
G,739
G,749
I,729
F,752
A,755
I,748
F,753
E,751
D,750
A,756
O,743
B,746
J,729
I,739
E,752
H,749
B,755
E,753
J,748
A,757
G,751
F,750
A,744
K,729
D,756
C,746
J,739
G,752
A,758
L,748
C,755
G,753
H,751
D,757
E,750
A,759
A,746
F,756
D,744
M,729
K,739
I,752
D,758
M,748
A,755
H,753
A,760
G,750
F,757
B,746
B,759
F,744
E,756
J,752
M,739
N,729
A,761
N,748
D,755
F,758
B,760
I,750
E,757
C,746
C,759
N,739
G,756
E,744
K,752
F,755
E,758
D,761
A,754
C,760
A,763
G,757
A,746
J,750
A,759
E,755
A,764
F,761
G,744
G,758
A,760
I,756
M,752
D,754
D,746
L,750
D,763
H,757
G,755
B,759
I,744
D,764
B,760
H,758
E,761
J,756
F,754
A,766
F,746
M,750
F,763
O,752
I,755
C,759
A,767
F,764
J,744
C,760
B,766
G,761
K,756
E,746
N,750
E,754
E,763
A,768
A,759
J,755
D,767
A,760
C,766
I,761
E,764
G,746
L,744
M,756
A,769
G,754
G,763
B,768
D,759
L,755
F,767
A,770
G,764
B,760
A,766
J,761
D,769
I,746
O,756
H,754
C,768
M,744
A,762
F,759
M,755
H,763
A,771
E,767
D,770
C,760
B,766
K,761
H,764
J,746
F,769
A,772
N,744
N,755
A,768
E,759
D,762
B,771
F,770
G,767
C,766
A,773
K,746
M,761
A,760
E,769
D,772
B,768
C,771
G,759
A,774
F,762
E,770
I,767
A,766
B,773
M,746
O,761
D,760
G,769
A,775
C,768
F,772
A,771
H,759
J,767
D,774
E,762
D,766
G,770
C,773
A,776
F,760
O,746
H,769
D,775
B,771
E,772
F,766
A,777
G,762
K,767
F,774
I,770
D,776
A,773
E,760
A,778
C,771
G,772
F,775
E,766
H,762
D,777
E,774
F,776
M,767
J,770
D,773
A,779
G,760
D,778
A,771
H,772
E,775
G,774
G,766
A,780
E,776
F,777
K,770
O,767
F,773
B,779
F,778
H,760
D,771
A,781
I,766
H,774
G,775
B,780
G,776
E,777
E,773
A,782
M,770
J,766
F,771
E,778
C,779
B,781
I,775
A,783
A,765
C,780
G,777
I,776
G,773
N,770
K,766
D,782
G,778
E,771
A,784
C,781
A,779
B,783
J,775
J,776
I,777
A,780
H,773
B,765
A,785
F,782
G,771
M,766
H,778
D,784
A,781
K,775
D,779
C,783
A,786
E,782
J,777
B,780
H,771
B,785
K,776
C,765
N,766
A,787
A,783
B,781
F,784
M,775
F,779
G,782
B,786
L,777
C,785
C,780
A,765
A,788
M,776
D,783
E,784
O,775
D,787
C,781
E,779
I,782
C,786
A,789
M,777
A,785
A,780
N,776
D,788
B,765
G,784
A,790
F,787
F,783
A,781
A,786
D,789
J,782
G,779
N,777
D,785
A,791
D,780
F,788
H,784
C,765
B,790
E,787
D,781
D,786
H,779
E,783
A,792
F,789
L,782
F,785
D,791
F,780
E,788
C,790
F,781
A,793
A,765
G,787
F,786
G,783
D,792
E,785
E,789
M,782
F,791
E,780
A,794
A,790
G,788
E,781
I,787
B,793
D,765
E,786
F,792
G,789
H,783
G,785
A,795
E,791
N,782
G,780
D,794
D,790
G,781
C,793
G,786
I,788
A,796
I,789
E,792
J,787
F,765
I,785
B,795
G,791
F,794
A,797
F,790
H,780
H,781
A,793
B,796
H,786
J,788
G,792
J,789
L,787
I,791
E,765
A,798
E,794
J,785
C,795
E,790
D,797
K,788
D,793
H,792
A,799
C,796
L,789
M,787
G,765
G,794
D,798
A,795
J,791
G,790
K,785
F,797
M,788
D,799
M,789
F,793
A,796
O,787
I,794
L,791
B,795
A,801
H,765
F,798
I,790
M,785
E,797
N,788
E,793
N,789
A,802
F,799
C,795
D,796
M,791
J,794
N,785
B,801
J,790
G,797
E,798
A,803
G,793
F,796
D,802
E,799
K,794
A,795
O,791
A,804
C,801
K,790
G,798
B,803
I,797
H,793
A,805
G,799
F,802
D,795
E,796
M,794
A,801
D,804
I,798
M,790
J,797
A,806
C,803
B,805
E,802
I,799
F,804
O,794
A,807
O,790
F,795
G,796
D,801
K,797
J,798
A,803
D,806
C,805
E,804
A,808
J,799
G,802
D,807
E,795
D,803
M,797
F,801
K,798
F,806
H,796
A,809
A,805
A,800
B,808
G,804
L,799
F,807
I,802
O,797
F,803
G,795
A,810
E,801
M,798
E,806
D,809
D,800
C,808
D,805
I,804
E,807
J,802
A,811
M,799
B,810
E,803
H,795
G,801
F,809
G,806
N,798
F,800
A,812
F,805
A,808
J,804
K,802
G,807
D,811
O,799
C,810
A,813
G,803
I,801
H,806
E,800
D,812
E,809
L,804
E,805
F,811
B,808
A,814
M,802
I,807
A,810
D,813
I,803
J,801
A,815
F,812
G,800
G,809
G,805
M,804
E,811
C,808
F,813
N,802
J,807
B,810
D,814
A,816
H,800
J,803
D,815
E,812
K,801
I,809
I,805
G,811
N,804
A,817
E,813
A,808
F,814
D,816
C,810
L,807
L,803
M,801
F,815
I,811
G,812
J,805
J,809
D,817
G,813
B,808
M,807
M,803
A,810
E,814
A,819
F,816
N,801
E,815
J,811
K,809
H,812
F,817
I,813
L,805
O,807
A,820
B,810
O,803
C,808
B,819
G,814
E,816
A,821
M,809
K,811
G,815
E,817
M,805
B,820
J,813
C,810
H,814
C,819
A,808
A,822
G,816
D,821
O,809
M,811
H,815
G,817
A,810
A,823
L,813
C,820
O,805
B,822
B,808
A,819
H,816
F,821
O,811
A,824
D,823
B,810
I,817
M,813
C,822
A,820
B,819
C,808
I,818
E,821
D,824
F,823
A,826
A,822
C,810
J,817
O,813
C,819
A,808
D,820
J,818
G,821
A,827
F,824
E,823
A,810
B,808
D,826
K,817
B,822
F,820
A,828
K,818
A,819
B,827
E,824
I,821
G,823
A,829
B,810
F,826
M,817
C,808
C,822
E,820
E,825
D,819
B,828
M,818
C,827
A,830
G,824
H,823
C,810
J,821
D,829
A,808
O,817
G,825
A,822
E,826
A,831
G,820
C,828
F,819
O,818
B,830
A,827
F,829
L,821
I,824
A,810
A,832
D,808
H,825
G,826
B,822
B,831
H,820
E,819
D,827
C,830
A,828
A,833
D,810
E,829
D,832
M,821
J,824
C,822
F,808
H,826
C,831
A,834
G,819
A,830
F,827
F,810
B,828
D,833
F,832
E,808
K,824
G,829
A,835
A,822
O,821
A,831
B,834
H,819
B,830
E,827
E,810
C,828
A,836
F,833
I,829
D,835
D,831
E,832
B,822
M,824
G,808
C,834
A,837
G,827
C,830
J,829
A,828
G,810
B,836
E,833
F,835
F,831
C,822
A,838
H,808
O,824
G,832
A,834
D,837
D,828
L,829
H,827
A,830
A,839
I,810
G,833
C,836
E,831
E,835
D,838
A,822
I,832
B,834
A,840
F,837
M,829
D,830
J,810
B,839
I,833
G,831
F,838
A,836
A,841
G,835
C,834
B,822
E,837
J,832
B,840
N,829
K,810
A,842
J,833
F,830
H,831
C,839
E,838
A,834
D,836
H,835
D,841
G,837
K,832
C,822
A,843
B,842
C,840
M,810
A,839
B,834
K,833
G,838
E,830
F,836
A,844
I,837
A,822
M,832
F,841
C,842
D,843
A,845
A,840
O,810
B,839
M,833
C,834
G,830
E,836
H,838
N,832
D,844
J,837
B,822
E,841
A,842
A,846
F,843
D,840
O,833
H,830
D,845
C,839
A,834
G,836
A,847
F,844
L,837
B,842
G,841
B,846
C,822
F,840
E,843
F,845
A,848
D,834
A,839
E,844
I,836
D,847
M,837
C,842
A,849
A,822
C,846
F,834
E,840
I,841
E,845
G,843
D,848
D,839
G,844
A,850
J,836
N,837
A,842
D,849
F,847
G,845
B,822
A,846
E,834
G,840
H,843
J,841
F,839
F,848
D,850
L,836
H,844
B,842
F,849
E,847
A,852
C,822
I,845
E,839
I,840
D,846
K,841
E,848
G,834
F,850
A,853
M,836
G,847
C,842
E,849
A,822
J,845
D,852
G,839
F,846
H,834
A,854
G,848
E,850
M,841
J,840
B,853
O,836
I,847
G,849
A,842
A,855
K,845
D,822
F,852
E,846
H,848
G,850
I,839
D,854
O,841
C,853
L,840
A,856
D,842
J,847
D,855
F,822
M,845
E,852
A,857
H,850
G,846
F,854
J,839
B,856
A,853
M,840
L,847
F,842
F,855
E,822
A,858
G,852
O,845
E,854
I,846
D,857
C,856
O,840
L,839
D,853
M,847
A,859
E,842
E,855
G,822
I,852
D,858
A,860
J,846
G,854
M,839
F,857
A,856
B,859
O,847
G,855
G,842
I,822
F,853
J,852
A,861
F,858
D,860
B,851
I,854
L,846
N,839
B,856
E,857
C,859
A,862
H,842
I,855
E,853
D,861
J,822
K,852
E,858
J,854
A,863
C,851
M,846
F,860
G,857
A,859
B,862
C,856
G,853
L,822
F,861
J,855
M,852
A,864
G,858
A,851
K,854
H,857
N,846
B,863
C,862
A,856
E,860
H,853
A,865
B,859
M,822
E,861
K,855
I,858
N,852
B,864
A,862
G,860
M,854
C,863
D,851
B,865
B,856
C,859
J,858
G,861
M,855
O,822
C,864
A,867
O,854
I,860
F,851
D,862
A,863
A,859
C,856
C,865
A,868
H,861
A,864
K,858
O,855
D,867
E,851
A,869
A,856
F,862
D,863
D,859
J,860
B,864
A,865
M,858
B,868
A,870
G,851
F,867
E,862
D,856
F,859
B,869
E,866
L,860
D,865
O,858
C,864
C,868
F,863
A,871
B,870
E,867
H,851
A,872
G,862
M,860
E,859
F,865
A,868
F,856
E,863
A,864
C,869
G,866
D,871
A,873
C,870
G,867
N,860
B,868
A,869
D,872
E,856
G,859
H,862
G,863
D,864
A,874
E,865
H,866
B,873
F,871
A,870
C,868
F,872
A,875
G,856
D,869
H,859
F,864
G,865
B,874
H,863
C,873
E,871
D,870
A,876
A,868
E,872
D,875
I,856
F,869
E,864
C,874
A,877
H,865
D,876
F,870
A,873
G,871
F,875
B,868
A,878
G,872
J,856
G,864
E,869
A,874
B,877
F,876
D,873
A,879
H,871
E,870
E,875
G,869
B,878
C,868
H,864
C,877
I,872
K,856
D,874
A,880
E,876
F,873
B,879
G,875
G,870
A,881
C,878
A,868
J,872
M,856
H,869
A,877
D,880
F,874
G,876
E,873
I,875
A,882
C,879
H,870
L,872
D,868
A,878
D,877
N,856
D,881
F,880
E,874
A,883
G,873
I,876
B,882
J,875
A,879
B,878
F,868
A,884
M,872
F,877
F,881
G,874
I,873
B,883
E,880
J,876
A,885
L,875
C,882
C,878
B,879
E,868
B,884
H,874
E,877
O,872
E,881
C,883
A,886
J,873
L,876
M,875
G,880
A,878
B,885
A,882
C,884
C,879
A,887
G,868
G,877
G,881
L,873
A,883
O,875
B,886
I,880
C,885
A,888
M,876
B,878
A,884
A,879
D,882
I,868
D,887
I,877
H,881
M,873
J,880
B,883
A,889
C,886
A,885
B,888
N,876
C,878
B,884
J,868
B,879
A,890
F,887
N,873
F,882
K,880
J,877
C,883
A,886
D,889
A,891
A,878
B,885
C,879
C,888
L,868
C,884
D,890
E,887
E,882
K,877
M,880
A,892
A,883
F,889
B,878
B,886
A,888
M,868
C,885
A,879
A,884
D,891
A,893
G,887
M,877
G,882
F,890
B,892
D,883
E,889
N,880
B,888
C,878
A,885
A,894
C,886
B,884
D,879
F,891
O,868
E,890
D,893
N,877
I,882
H,887
A,895
F,883
G,889
C,892
A,886
D,885
A,878
F,879
B,894
C,888
C,884
E,891
A,896
G,890
J,882
F,893
E,883
I,889
D,895
B,886
A,892
A,897
F,885
E,879
A,888
D,878
C,894
A,884
B,896
G,891
H,890
E,893
G,883
L,882
J,889
F,895
A,898
D,892
D,897
C,886
E,885
G,879
B,888
F,878
A,894
B,884
C,896
H,891
A,899
M,882
H,883
G,893
L,889
E,895
B,898
F,897
F,892
A,886
A,900
H,879
E,878
C,888
G,885
A,896
D,894
C,884
N,882
D,899
M,889
A,901
H,893
G,895
D,900
C,898
E,897
E,892
A,888
D,886
G,878
D,896
F,894
A,884
A,902
H,885
F,899
O,889
B,901
H,895
A,898
G,897
F,900
D,888
G,892
A,903
F,886
I,878
D,902
F,896
B,884
E,894
E,899
A,904
C,901
D,898
F,888
H,897
E,900
B,903
H,892
J,878
E,896
E,886
A,905
F,902
G,894
F,898
C,884
A,901
B,904
G,899
E,888
G,900
C,903
A,906
G,886
L,878
E,902
G,896
B,905
A,884
I,894
E,898
B,901
C,904
A,907
H,899
G,888
B,906
H,900
A,903
M,878
G,902
I,886
H,896
C,901
A,908
C,905
J,894
D,884
G,898
A,904
B,907
I,888
C,906
D,903
A,909
O,878
I,902
D,908
A,905
J,886
K,894
F,884
A,901
H,898
A,910
C,907
D,904
J,888
B,909
A,906
F,903
J,902
F,908
L,886
B,905
A,911
D,901
E,884
M,894
A,907
D,910
C,909
F,904
E,903
A,912
K,902
K,888
D,906
M,886
C,905
B,911
E,908
N,894
G,884
F,901
A,913
F,910
E,904
B,907
M,902
A,909
D,912
G,903
F,906
M,888
O,886
A,905
G,908
A,914
I,884
C,911
D,913
E,901
G,904
E,910
B,909
C,907
F,912
I,903
A,915
N,902
E,906
H,908
N,888
D,914
J,884
B,905
H,904
A,911
F,913
A,916
G,901
G,910
A,907
E,912
C,909
D,915
J,903
G,906
L,884
F,914
A,917
E,913
C,905
H,901
B,911
B,916
I,910
B,907
G,912
I,906
F,915
A,909
M,884
K,903
E,914
B,917
A,905
G,913
C,911
C,907
A,919
J,910
C,916
I,912
E,915
O,884
D,909
J,906
M,903
A,920
G,914
I,913
C,917
D,905
A,911
A,907
L,910
D,919
A,916
J,912
A,921
L,906
F,909
G,915
N,903
D,920
J,913
H,914
D,911
F,905
B,907
A,922
A,917
M,910
D,916
F,919
L,912
M,906
E,909
B,921
I,915
F,920
L,913
A,923
E,905
F,911
C,907
D,917
B,922
N,910
F,916
G,909
E,919
A,924
C,921
M,912
O,906
D,923
J,915
E,920
F,917
E,911
G,905
M,913
A,907
I,918
A,925
C,922
G,919
H,909
E,916
N,912
B,924
L,915
F,923
A,921
E,917
N,913
G,911
G,920
B,907
I,905
B,925
J,918
A,922
I,919
G,916
A,927
M,915
E,923
C,924
G,917
D,921
H,911
H,920
K,918
C,907
C,925
J,905
A,928
B,922
H,916
J,919
D,927
O,915
G,923
A,924
F,921
H,917
A,929
A,925
A,907
M,918
L,905
C,922
F,927
D,928
L,919
A,930
D,924
I,923
E,921
B,929
B,925
D,907
M,905
A,931
N,918
M,919
F,928
A,922
D,930
J,923
G,921
C,929
F,924
A,932
O,905
C,925
F,907
B,931
D,922
N,919
F,930
E,928
A,933
K,923
A,929
I,926
I,921
E,924
B,932
A,925
E,907
A,934
C,931
F,922
E,930
M,923
G,928
B,933
J,926
B,929
A,935
J,921
B,925
G,924
G,930
G,907
C,932
B,934
E,922
N,923
A,931
C,933
I,928
A,936
L,926
C,929
C,925
B,935
L,921
I,930
I,924
I,907
A,937
C,934
A,932
B,931
J,928
G,922
M,926
A,933
D,936
A,925
C,935
A,938
A,929
M,921
J,907
D,937
J,924
A,934
J,930
C,931
L,928
B,932
N,926
D,933
A,939
I,922
F,936
A,935
B,925
O,921
D,929
B,938
F,937
L,907
B,934
L,930
A,940
L,924
A,931
M,928
D,939
C,932
F,933
J,922
E,936
C,925
D,935
A,941
F,929
C,938
D,940
E,937
C,934
M,930
M,907
D,931
E,933
M,924
N,928
A,942
G,936
F,939
A,932
L,922
F,940
A,925
F,935
E,929
B,941
A,938
G,937
A,934
N,930
N,907
A,943
O,924
F,931
G,933
B,942
E,939
E,940
D,932
H,936
D,938
M,922
A,944
D,925
C,941
E,935
B,934
G,929
B,943
E,931
H,937
H,933
C,942
G,939
A,945
G,940
F,932
F,938
B,944
O,922
G,935
A,941
F,925
H,929
G,931
C,943
C,934
A,946
A,942
I,939
H,940
E,932
C,944
B,945
E,938
A,947
I,935
E,925
B,946
A,943
H,931
A,934
D,941
D,942
J,939
A,948
A,944
G,938
J,935
C,945
G,932
D,947
G,925
B,934
C,946
B,943
F,941
A,949
F,942
D,948
L,939
A,945
D,944
K,935
H,932
A,950
I,938
F,947
C,943
H,925
C,934
A,946
E,941
B,949
E,942
M,939
A,951
F,948
D,945
F,944
M,935
J,938
D,946
D,950
E,947
A,934
A,943
G,941
A,952
C,949
G,942
F,945
E,948
D,951
O,939
E,944
A,953
F,946
O,935
F,950
G,947
L,938
D,934
I,941
D,952
D,943
A,949
H,942
E,945
A,954
F,951
G,948
E,946
G,944
H,947
M,938
D,953
E,950
J,941
F,943
A,955
F,952
D,949
F,934
E,951
B,954
G,945
I,948
G,946
N,938
H,944
A,956
G,950
F,953
E,943
K,941
F,949
B,955
E,934
E,952
G,951
C,954
A,957
I,945
J,948
H,950
E,953
I,946
M,941
D,956
G,943
G,934
C,955
G,952
E,949
A,958
H,951
A,954
B,957
J,945
J,946
A,959
K,948
G,953
N,941
F,956
I,934
I,943
B,958
A,955
H,952
G,949
L,945
D,954
A,960
C,957
K,946
D,959
M,948
B,955
C,958
J,943
J,934
A,961
H,953
E,956
H,949
M,945
F,954
B,960
A,957
F,959
A,962
M,946
O,948
L,943
A,958
B,961
C,955
G,956
L,934
E,954
O,945
C,960
D,957
B,962
E,959
O,946
A,955
D,958
M,943
A,964
C,961
M,934
I,956
F,957
G,954
C,962
A,960
G,959
A,965
D,955
B,964
F,958
N,934
N,943
I,954
A,961
J,956
A,966
E,957
D,960
H,959
A,962
B,965
C,964
F,955
A,967
E,958
L,956
D,961
J,954
B,966
G,957
A,968
F,960
C,965
D,962
E,955
A,964
B,967
K,954
F,961
M,956
G,958
C,966
D,963
I,957
F,962
E,960
A,965
B,968
C,967
N,956
G,955
D,964
E,961
A,970
H,958
M,954
F,963
A,966
J,957
C,968
G,960
A,971
E,962
A,967
B,965
I,955
D,970
G,961
E,963
N,954
F,964
A,972
K,957
B,966
A,968
I,960
D,971
G,962
D,967
E,964
C,965
G,963
H,961
J,955
F,970
D,968
M,957
D,972
C,966
F,971
J,960
A,974
I,962
A,965
F,967
E,970
H,963
L,955
F,968
G,964
F,972
A,975
L,960
B,974
O,957
E,971
J,962
G,970
E,967
A,976
B,965
M,955
H,964
E,968
D,975
M,960
E,972
C,974
G,971
A,977
L,962
C,965
H,970
E,973
B,976
G,967
O,955
G,968
A,978
E,969
F,975
O,960
A,974
G,972
I,971
M,962
G,973
D,977
A,965
A,979
I,967
I,968
C,976
D,978
E,975
D,974
G,969
J,971
I,972
A,980
N,962
H,973
J,967
A,976
F,977
D,965
D,979
J,968
G,975
F,974
I,969
F,978
A,981
K,971
J,972
B,980
E,977
A,982
L,967
F,965
F,979
D,976
I,975
K,968
J,969
E,978
E,974
D,981
M,971
C,980
A,983
L,972
G,977
M,967
E,979
E,965
D,982
F,976
A,984
F,981
M,968
J,975
L,969
A,980
G,978
D,983
G,974
O,971
O,967
M,972
G,965
G,979
A,985
F,982
H,977
E,976
D,980
K,975
F,983
M,969
B,984
I,978
I,974
O,968
E,981
A,986
D,985
O,972
E,982
I,979
I,965
G,976
N,969
F,980
M,975
C,984
J,974
J,978
B,986
E,983
F,985
G,981
J,979
A,988
G,982
E,980
A,984
H,976
L,974
J,965
C,986
K,978
E,985
O,975
G,983
H,981
D,988
I,982
L,979
G,980
K,965
A,990
D,984
M,978
M,974
I,983
G,985
A,986
F,988
A,991
J,982
M,979
D,990
I,980
F,984
J,983
I,985
M,965
O,978
O,974
D,986
A,992
E,988
K,982
F,990
D,991
O,979
J,980
A,993
E,984
L,983
J,985
O,965
F,986
D,992
E,990
L,980
G,988
A,994
M,982
F,991
D,993
L,985
E,986
G,984
M,983
F,992
A,995
G,990
O,982
E,991
I,988
F,993
M,980
D,994
M,985
G,986
A,996
H,984
O,983
D,995
E,992
I,990
G,991
N,980
A,997
E,993
J,988
F,994
O,985
B,996
H,986
G,992
A,998
F,995
J,990
G,993
B,997
I,991
K,988
C,996
E,994
A,999
K,990
F,987
I,992
B,998
E,995
H,993
J,991
C,997
M,988
G,994
B,999
A,996
C,998
M,990
E,987
J,992
K,991
G,995
A,997
I,994
O,988
B,996
C,999
G,987
A,998
N,990
K,992
J,994
M,991
D,997
I,995
A,999
C,996
B,998
I,987
L,994
M,992
F,997
O,991
J,995
B,999
C,998
A,996
J,987
M,994
N,992
C,989
A,998
E,997
C,999
L,995
B,996
K,987
N,994
D,998
A,989
A,999
G,997
C,996
M,995
M,987
D,989
F,998
D,999
H,997
A,996
F,989
O,995
N,987
F,999
E,998
D,996
E,989
E,999
G,998
G,989
F,996
I,998
G,999
E,996
I,989
J,998
H,999
J,989
G,996
K,998
L,989
I,996
M,998
M,989
J,996
N,998
N,989
K,996
M,996
O,996
